OBS_ID START.[UT] END.[UT] MIDTIME EXP_TIME.[s] FILTER HELIO.[AU] HELIOV.[km/s] RANGE.[AU] PHASE[deg] MODCOR gOH[ph/s/molec] PHASECOR[0deg] Z[molec/cm2/s]
00030647001 2006-05-13T04:36:41 2006-05-13T04:39:01 2453868.6929513896 140.16459 UVM2 -8.9879902 0.078877884 5.4870242 90.333120 0 3.6933223e-06 0.54172962 4.7647471e+21
00030647001 2006-05-13T04:30:03 2006-05-13T04:30:57 2453868.6878472231 52.935098 U -8.9894860 0.078863350 3.7138048 90.326357 0 3.6920929e-06 0.54164293 4.7655244e+21
00030647001 2006-05-13T04:35:42 2006-05-13T04:36:35 2453868.6917650467 52.924213 V -8.9883379 0.078874506 5.0748812 90.331548 0 3.6930365e-06 0.54170947 4.7649278e+21
00030647001 2006-05-13T04:28:12 2006-05-13T04:29:59 2453868.6868692134 105.06666 UVW1 -8.9897726 0.078861658 3.2870948 90.325353 0 3.6918575e-06 0.54163005 4.7656733e+21
00030647001 2006-05-13T04:32:03 2006-05-13T04:35:38 2453868.6901678247 214.77809 UVW2 -8.9888060 0.078869958 4.5199963 90.329432 0 3.6926518e-06 0.54168234 4.7651710e+21
00030648001 2006-05-13T12:18:14 2006-05-13T12:19:14 2453869.0130092599 58.831236 B -8.8938516 0.079141132 -0.59619130 91.607317 0 3.7719287e-06 0.55845705 4.7158264e+21
00030648001 2006-05-13T12:24:30 2006-05-13T12:26:01 2453869.0175405098 90.834573 UVM2 -8.8925137 0.079143328 1.5510065 91.612154 0 3.7730638e-06 0.55852209 4.7151311e+21
00030648001 2006-05-13T12:17:09 2006-05-13T12:18:09 2453869.0122569450 58.831236 U -8.8940737 0.079141870 -0.88125380 91.605876 0 3.7717403e-06 0.55843769 4.7159418e+21
00030648001 2006-05-13T12:23:25 2006-05-13T12:24:25 2453869.0166087970 58.820391 V -8.8927888 0.079142547 1.0881905 91.611350 0 3.7728304e-06 0.55851127 4.7152741e+21
00030648001 2006-05-13T12:15:05 2006-05-13T12:17:05 2453869.0111689819 117.86878 UVW1 -8.8943950 0.079142938 -1.2934980 91.603793 0 3.7714679e-06 0.55840968 4.7161087e+21
00030648001 2006-05-13T12:19:21 2006-05-13T12:23:21 2453869.0148263895 239.78023 UVW2 -8.8933151 0.079141054 0.20280325 91.609811 0 3.7723838e-06 0.55849058 4.7155476e+21
00030649001 2006-05-14T04:37:14 2006-05-14T04:38:07 2453869.6928298618 51.936087 B -8.6914768 0.080033380 4.8750260 94.103372 0 3.9496530e-06 0.59437505 4.6106589e+21
00030649001 2006-05-14T04:42:48 2006-05-14T04:45:01 2453869.6971585657 133.69763 UVM2 -8.6901776 0.080048080 6.6090341 94.108014 0 3.9508346e-06 0.59444601 4.6099837e+21
00030649001 2006-05-14T04:36:16 2006-05-14T04:37:09 2453869.6921585654 51.946952 U -8.6916783 0.080031839 4.5354959 94.102986 0 3.9494699e-06 0.59436914 4.6107636e+21
00030649001 2006-05-14T04:41:48 2006-05-14T04:42:41 2453869.6960011581 51.946972 V -8.6905250 0.080043392 6.2178272 94.106431 0 3.9505185e-06 0.59442181 4.6101643e+21
00030649001 2006-05-14T04:34:25 2006-05-14T04:36:10 2453869.6911747688 104.10025 UVW1 -8.6919735 0.080029580 4.0379086 94.102419 0 3.9492016e-06 0.59436049 4.6109170e+21
00030649001 2006-05-14T04:38:13 2006-05-14T04:41:44 2453869.6944270842 210.77357 UVW2 -8.6909976 0.080037047 5.6828734 94.104291 0 3.9500887e-06 0.59438910 4.6104099e+21
00030650001 2006-05-14T15:36:14 2006-05-14T15:37:08 2453870.1504745376 52.935098 B -8.5533978 0.080871975 -0.089592960 95.748020 0 4.0782277e-06 0.62051427 4.5389038e+21
00030650001 2006-05-14T15:41:55 2006-05-14T15:43:01 2453870.1544907410 65.690333 UVM2 -8.5521794 0.080873601 1.6438377 95.752614 0 4.0793899e-06 0.62059005 4.5382707e+21
00030650001 2006-05-14T15:35:15 2006-05-14T15:36:09 2453870.1497916672 52.935078 U -8.5536050 0.080872235 -0.33713457 95.746928 0 4.0780302e-06 0.62049627 4.5390115e+21
00030650001 2006-05-14T15:40:56 2006-05-14T15:41:50 2453870.1537384265 52.924154 V -8.5524077 0.080872502 1.2492253 95.752213 0 4.0791721e-06 0.62058344 4.5383893e+21
00030650001 2006-05-14T15:33:22 2006-05-14T15:35:11 2453870.1488020839 107.05372 UVW1 -8.5539052 0.080872612 -0.69586010 95.745346 0 4.0777440e-06 0.62047018 4.5391675e+21
00030650001 2006-05-14T15:37:14 2006-05-14T15:40:52 2453870.1521180561 214.56119 UVW2 -8.5528992 0.080871349 0.50618510 95.750647 0 4.0787032e-06 0.62055760 4.5386447e+21
00030651001 2006-05-15T04:43:15 2006-05-15T04:44:07 2453870.6970023150 50.958827 B -8.3865710 0.082094607 5.6114459 97.544484 0 4.2421300e-06 0.65159945 4.4522095e+21
00030651001 2006-05-15T04:48:44 2006-05-15T04:51:02 2453870.7013078709 137.68067 UVM2 -8.3852483 0.082109916 7.8704404 97.545970 0 4.2434689e-06 0.65162623 4.4515221e+21
00030651001 2006-05-15T04:42:18 2006-05-15T04:43:10 2453870.6963425931 50.958827 U -8.3867736 0.082092262 5.2653099 97.544257 0 4.2419249e-06 0.65159535 4.4523148e+21
00030651001 2006-05-15T04:47:47 2006-05-15T04:48:38 2453870.7001446765 50.926270 V -8.3856056 0.082105780 7.2601476 97.545568 0 4.2431071e-06 0.65161900 4.4517078e+21
00030651001 2006-05-15T04:40:30 2006-05-15T04:42:14 2453870.6953935190 102.12402 UVW1 -8.3870652 0.082088887 4.7673595 97.543929 0 4.2416298e-06 0.65158945 4.4524663e+21
00030651001 2006-05-15T04:44:14 2006-05-15T04:47:42 2453870.6985879634 208.77723 UVW2 -8.3860838 0.082100245 6.4433875 97.545031 0 4.2426230e-06 0.65160932 4.4519563e+21
00030652001 2006-05-15T17:18:39 2006-05-15T17:19:32 2453871.2215914358 52.902521 B -8.2244793 0.083516934 0.42363239 99.210655 0 4.4110372e-06 0.68290851 4.3679758e+21
00030652001 2006-05-15T17:24:17 2006-05-15T17:25:01 2453871.2254513893 44.662673 UVM2 -8.2232792 0.083520943 2.2173011 99.213240 0 4.4123249e-06 0.68295920 4.3673522e+21
00030652001 2006-05-15T17:17:40 2006-05-15T17:18:33 2453871.2209085654 52.924232 U -8.2246915 0.083517120 0.25532724 99.209417 0 4.4108096e-06 0.68288422 4.3680861e+21
00030652001 2006-05-15T17:23:18 2006-05-15T17:24:12 2453871.2248263895 52.935078 V -8.2234735 0.083520134 1.9002302 99.212961 0 4.4121163e-06 0.68295373 4.3674531e+21
00030652001 2006-05-15T17:15:47 2006-05-15T17:17:35 2453871.2199189821 106.07650 UVW1 -8.2249990 0.083517389 0.011427410 99.207622 0 4.4104798e-06 0.68284903 4.3682459e+21
00030652001 2006-05-15T17:19:39 2006-05-15T17:23:14 2453871.2232233803 214.77965 UVW2 -8.2239719 0.083518058 1.0870017 99.212246 0 4.4115815e-06 0.68293971 4.3677121e+21
00030653001 2006-05-16T01:37:37 2006-05-16T01:38:27 2453871.5680787042 48.993480 B -8.1163715 0.084556367 6.7412964 100.19648 0 4.5293637e-06 0.70272594 4.3117958e+21
00030653001 2006-05-16T01:42:54 2006-05-16T01:45:02 2453871.5721990746 127.65151 UVM2 -8.1150810 0.084575489 8.8191479 100.19787 0 4.5308051e-06 0.70275455 4.3111251e+21
00030653001 2006-05-16T01:36:42 2006-05-16T01:37:32 2453871.5674421303 48.993440 U -8.1165709 0.084554341 6.3697477 100.19652 0 4.5291412e-06 0.70272669 4.3118994e+21
00030653001 2006-05-16T01:41:59 2006-05-16T01:42:49 2453871.5711111119 48.993440 V -8.1154218 0.084569654 8.3133212 100.19729 0 4.5304244e-06 0.70274262 4.3113023e+21
00030653001 2006-05-16T01:34:58 2006-05-16T01:36:37 2453871.5665219910 98.204091 UVW1 -8.1168590 0.084551412 5.8326906 100.19657 0 4.5288196e-06 0.70272777 4.3120491e+21
00030653001 2006-05-16T01:38:34 2006-05-16T01:41:55 2453871.5696122693 200.77879 UVW2 -8.1158913 0.084561615 7.6164639 100.19649 0 4.5298999e-06 0.70272617 4.3115462e+21
00030654001 2006-05-16T03:08:29 2006-05-16T03:09:20 2453871.6311863433 49.970720 B -8.0965923 0.084756809 4.5668977 100.38695 0 4.5515275e-06 0.70666520 4.3015172e+21
00030654001 2006-05-16T03:13:50 2006-05-16T03:16:01 2453871.6353645837 131.09339 UVM2 -8.0952817 0.084771970 6.9257960 100.38710 0 4.5530019e-06 0.70666839 4.3008361e+21
00030654001 2006-05-16T03:07:34 2006-05-16T03:08:25 2453871.6305497689 49.970720 U -8.0967919 0.084755697 4.2265270 100.38682 0 4.5513030e-06 0.70666253 4.3016209e+21
00030654001 2006-05-16T03:12:54 2006-05-16T03:13:45 2453871.6342534730 49.938144 V -8.0956302 0.084767475 6.2911411 100.38710 0 4.5526097e-06 0.70666839 4.3010172e+21
00030654001 2006-05-16T03:05:49 2006-05-16T03:07:30 2453871.6296238434 99.170506 UVW1 -8.0970824 0.084754079 3.7314427 100.38663 0 4.5509765e-06 0.70665864 4.3017718e+21
00030654001 2006-05-16T03:09:27 2006-05-16T03:12:50 2453871.6327372692 202.77421 UVW2 -8.0961058 0.084761340 5.4251011 100.38710 0 4.5520747e-06 0.70666839 4.3012644e+21
00030655001 2006-05-16T04:49:38 2006-05-16T04:50:35 2453871.7014641212 55.888610 B -8.0745327 0.084983619 6.5427456 100.57522 0 4.5764391e-06 0.71059538 4.2900535e+21
00030655001 2006-05-16T04:55:34 2006-05-16T04:58:01 2453871.7061053244 147.79733 UVM2 -8.0730751 0.085006235 8.9993203 100.57608 0 4.5780927e-06 0.71061356 4.2892960e+21
00030655001 2006-05-16T04:48:36 2006-05-16T04:49:33 2453871.7007465283 55.877724 U -8.0747582 0.084981599 6.1321818 100.57522 0 4.5761834e-06 0.71059547 4.2901707e+21
00030655001 2006-05-16T04:54:31 2006-05-16T04:55:28 2453871.7048553247 55.877764 V -8.0734676 0.085000144 8.3376992 100.57585 0 4.5776472e-06 0.71060866 4.2895001e+21
00030655001 2006-05-16T04:46:39 2006-05-16T04:48:31 2453871.6997106485 110.96282 UVW1 -8.0750837 0.084978934 5.5343158 100.57525 0 4.5758144e-06 0.71059609 4.2903398e+21
00030655001 2006-05-16T04:50:41 2006-05-16T04:54:27 2453871.7031712970 225.77933 UVW2 -8.0739965 0.084991938 7.4463485 100.57554 0 4.5770472e-06 0.71060206 4.2897749e+21
00030656001 2006-05-16T06:29:19 2006-05-16T06:29:51 2453871.7705439823 31.272428 B -8.0528168 0.085212963 7.8327938 100.76143 0 4.6011630e-06 0.71451902 4.2787685e+21
00030656001 2006-05-16T06:32:47 2006-05-16T06:34:01 2453871.7731944448 74.263193 UVM2 -8.0519829 0.085227241 9.0891189 100.76262 0 4.6021166e-06 0.71454424 4.2783352e+21
00030656001 2006-05-16T06:28:43 2006-05-16T06:29:14 2453871.7701215283 31.239852 U -8.0529497 0.085211509 7.5833023 100.76148 0 4.6010111e-06 0.71452005 4.2788376e+21
00030656001 2006-05-16T06:32:10 2006-05-16T06:32:41 2453871.7725173617 31.272409 V -8.0521960 0.085223432 8.7778527 100.76227 0 4.6018730e-06 0.71453680 4.2784459e+21
00030656001 2006-05-16T06:27:34 2006-05-16T06:28:38 2453871.7695138892 62.762028 UVW1 -8.0531409 0.085209418 7.2244448 100.76155 0 4.6007926e-06 0.71452154 4.2789369e+21
00030656001 2006-05-16T06:29:58 2006-05-16T06:32:06 2453871.7715509264 127.77337 UVW2 -8.0525000 0.085217996 8.3335667 100.76177 0 4.6015252e-06 0.71452619 4.2786039e+21
00030657001 2006-05-16T12:35:38 2006-05-16T12:36:21 2453872.0249942131 42.109176 B -7.9725450 0.086095469 1.0740286 101.48433 0 4.6943160e-06 0.73010974 4.2370539e+21
00030657001 2006-05-16T12:40:12 2006-05-16T12:42:01 2453872.0285474542 109.01877 UVM2 -7.9714209 0.086098238 2.3982227 101.48748 0 4.6956401e-06 0.73017887 4.2364697e+21
00030657001 2006-05-16T12:34:51 2006-05-16T12:35:33 2453872.0244444450 42.098330 U -7.9727189 0.086095259 0.89785252 101.48371 0 4.6941112e-06 0.73009599 4.2371443e+21
00030657001 2006-05-16T12:39:24 2006-05-16T12:40:07 2453872.0276099546 42.098311 V -7.9717175 0.086096469 1.9122565 101.48731 0 4.6952906e-06 0.73017517 4.2366239e+21
00030657001 2006-05-16T12:33:19 2006-05-16T12:34:46 2453872.0236400468 85.391112 UVW1 -7.9729733 0.086094952 0.64007893 101.48279 0 4.6938115e-06 0.73007587 4.2372765e+21
00030657001 2006-05-16T12:36:27 2006-05-16T12:39:20 2453872.0263136579 172.77689 UVW2 -7.9721276 0.086095973 1.4968515 101.48584 0 4.6948076e-06 0.73014275 4.2368370e+21
00030658001 2006-05-16T14:12:26 2006-05-16T14:13:16 2453872.0922569446 49.981566 B -7.9512515 0.086331905 1.1588026 101.66140 0 4.7195012e-06 0.73401928 4.2259884e+21
00030658001 2006-05-16T14:17:48 2006-05-16T14:20:02 2453872.0964699080 133.62043 UVM2 -7.9499168 0.086335887 2.9605003 101.66394 0 4.7210863e-06 0.73407575 4.2252948e+21
00030658001 2006-05-16T14:11:30 2006-05-16T14:12:21 2453872.0916145840 49.981586 U -7.9514550 0.086331297 0.88409338 101.66101 0 4.7192596e-06 0.73401067 4.2260941e+21
00030658001 2006-05-16T14:16:51 2006-05-16T14:17:42 2453872.0953298616 49.970720 V -7.9502780 0.086334809 2.4729530 101.66325 0 4.7206573e-06 0.73406047 4.2254825e+21
00030658001 2006-05-16T14:09:44 2006-05-16T14:11:25 2453872.0906770839 100.15861 UVW1 -7.9517520 0.086330411 0.48316616 101.66044 0 4.7189070e-06 0.73399810 4.2262485e+21
00030658001 2006-05-16T14:13:23 2006-05-16T14:16:48 2453872.0938136578 204.78397 UVW2 -7.9507583 0.086333376 1.8245398 101.66234 0 4.7200868e-06 0.73404014 4.2257321e+21
00030659001 2006-05-16T15:48:39 2006-05-16T15:49:22 2453872.1590335653 42.109196 B -7.9300814 0.086570377 1.0382644 101.83621 0 4.7447421e-06 0.73791571 4.2149870e+21
00030659001 2006-05-16T15:53:14 2006-05-16T15:55:01 2453872.1625868063 106.99759 UVM2 -7.9289540 0.086575182 2.6603737 101.83780 0 4.7460917e-06 0.73795121 4.2144011e+21
00030659001 2006-05-16T15:47:50 2006-05-16T15:48:33 2453872.1584664360 42.054888 U -7.9302613 0.086570305 0.91463516 101.83531 0 4.7445268e-06 0.73789559 4.2150805e+21
00030659001 2006-05-16T15:52:27 2006-05-16T15:53:09 2453872.1616666671 42.098330 V -7.9292460 0.086573666 2.1875532 101.83764 0 4.7457421e-06 0.73794765 4.2145529e+21
00030659001 2006-05-16T15:46:20 2006-05-16T15:47:46 2453872.1576736118 84.413832 UVW1 -7.9305129 0.086570205 0.74180645 101.83406 0 4.7442259e-06 0.73786747 4.2152112e+21
00030659001 2006-05-16T15:49:30 2006-05-16T15:52:23 2453872.1603761581 172.78777 UVW2 -7.9296555 0.086571541 1.5244154 101.83742 0 4.7452519e-06 0.73794267 4.2147656e+21
00030660001 2006-05-16T17:24:57 2006-05-16T17:25:37 2453872.2258912046 40.132964 B -7.9088552 0.086813738 1.2160237 102.00774 0 4.7702540e-06 0.74177496 4.2039564e+21
00030660001 2006-05-16T17:29:18 2006-05-16T17:31:01 2453872.2292766208 103.03783 UVM2 -7.9077796 0.086815821 2.3936975 102.01089 0 4.7715518e-06 0.74184610 4.2033975e+21
00030660001 2006-05-16T17:24:11 2006-05-16T17:24:52 2453872.2253645835 40.132944 U -7.9090225 0.086813446 1.0368355 102.00723 0 4.7700521e-06 0.74176348 4.2040433e+21
00030660001 2006-05-16T17:28:33 2006-05-16T17:29:13 2453872.2283912040 40.143810 V -7.9080609 0.086815122 2.0666743 102.01015 0 4.7712123e-06 0.74182948 4.2035436e+21
00030660001 2006-05-16T17:22:45 2006-05-16T17:24:06 2453872.2246006951 80.472194 UVW1 -7.9092652 0.086813023 0.77691451 102.00650 0 4.7697594e-06 0.74174682 4.2041695e+21
00030660001 2006-05-16T17:25:44 2006-05-16T17:28:29 2453872.2271585651 164.77827 UVW2 -7.9084525 0.086814439 1.6472562 102.00897 0 4.7707398e-06 0.74180260 4.2037472e+21
00030661001 2006-05-16T19:01:39 2006-05-16T19:02:22 2453872.2930613430 42.109176 B -7.8874990 0.087059269 1.2114592 102.17894 0 4.7961301e-06 0.74566281 4.1928583e+21
00030661001 2006-05-16T19:06:13 2006-05-16T19:08:01 2453872.2966087968 107.99113 UVM2 -7.8863702 0.087063330 2.7937169 102.18058 0 4.7975033e-06 0.74570015 4.1922717e+21
00030661001 2006-05-16T19:00:51 2006-05-16T19:01:34 2453872.2925057877 42.098330 U -7.8876758 0.087058633 0.96366692 102.17869 0 4.7959151e-06 0.74565696 4.1929502e+21
00030661001 2006-05-16T19:05:25 2006-05-16T19:06:08 2453872.2956770835 42.109176 V -7.8866667 0.087062263 2.3781483 102.18015 0 4.7971426e-06 0.74569034 4.1924258e+21
00030661001 2006-05-16T18:59:21 2006-05-16T19:00:47 2453872.2917129635 84.413812 UVW1 -7.8879281 0.087057725 0.61004647 102.17832 0 4.7956083e-06 0.74564861 4.1930813e+21
00030661001 2006-05-16T19:02:30 2006-05-16T19:05:22 2453872.2943981485 168.59645 UVW2 -7.8870737 0.087060799 1.8077096 102.17956 0 4.7966475e-06 0.74567688 4.1926373e+21
00030662001 2006-05-16T20:37:36 2006-05-16T20:38:19 2453872.3596932879 42.098311 B -7.8662836 0.087307527 1.1762001 102.34682 0 4.8220450e-06 0.74951000 4.1818334e+21
00030662001 2006-05-16T20:42:10 2006-05-16T20:44:01 2453872.3632581024 111.05927 UVM2 -7.8651477 0.087311930 2.6521201 102.34892 0 4.8234381e-06 0.74955840 4.1812431e+21
00030662001 2006-05-16T20:36:49 2006-05-16T20:37:32 2453872.3591493061 42.109176 U -7.8664569 0.087307378 1.0463104 102.34606 0 4.8218325e-06 0.74949252 4.1819234e+21
00030662001 2006-05-16T20:41:22 2006-05-16T20:42:05 2453872.3623090284 42.098311 V -7.8654501 0.087310155 2.1493438 102.34887 0 4.8230671e-06 0.74955715 4.1814002e+21
00030662001 2006-05-16T20:35:17 2006-05-16T20:36:44 2453872.3583391206 85.401938 UVW1 -7.8667150 0.087307157 0.85285779 102.34493 0 4.8215161e-06 0.74946648 4.1820576e+21
00030662001 2006-05-16T20:38:26 2006-05-16T20:41:18 2453872.3610185189 172.77709 UVW2 -7.8658614 0.087307890 1.4926331 102.34867 0 4.8225627e-06 0.74955260 4.1816139e+21
00030663001 2006-05-16T22:14:39 2006-05-16T22:15:22 2453872.4270891212 42.109176 B -7.8447941 0.087560270 1.4533604 102.51320 0 4.8485093e-06 0.75335657 4.1706660e+21
00030663001 2006-05-16T22:19:13 2006-05-16T22:21:01 2453872.4306365745 108.48853 UVM2 -7.8436622 0.087563018 2.7502919 102.51598 0 4.8499089e-06 0.75342107 4.1700778e+21
00030663001 2006-05-16T22:13:50 2006-05-16T22:14:33 2453872.4265219914 42.109196 U -7.8449751 0.087559857 1.2489546 102.51275 0 4.8482856e-06 0.75334595 4.1707600e+21
00030663001 2006-05-16T22:18:25 2006-05-16T22:19:08 2453872.4297048617 42.098311 V -7.8439595 0.087562179 2.3961297 102.51531 0 4.8495412e-06 0.75340555 4.1702323e+21
00030663001 2006-05-16T22:12:19 2006-05-16T22:13:46 2453872.4257233804 85.391073 UVW1 -7.8452299 0.087559274 0.96111797 102.51210 0 4.8479706e-06 0.75333100 4.1708925e+21
00030663001 2006-05-16T22:15:28 2006-05-16T22:18:21 2453872.4284085655 172.77761 UVW2 -7.8443731 0.087561233 1.9289166 102.51427 0 4.8490298e-06 0.75338128 4.1704472e+21
00030664001 2006-05-16T23:51:22 2006-05-16T23:52:20 2453872.4943402782 56.865870 B -7.8233200 0.087815019 1.4699454 102.67841 0 4.8751730e-06 0.75720871 4.1595066e+21
00030664001 2006-05-16T23:57:27 2006-05-17T00:00:02 2453872.4991261577 154.23067 UVM2 -7.8217909 0.087821468 3.6927449 102.67992 0 4.8770795e-06 0.75724417 4.1587120e+21
00030664001 2006-05-16T23:50:19 2006-05-16T23:51:17 2453872.4936111118 56.865850 U -7.8235530 0.087814037 1.1312844 102.67818 0 4.8748826e-06 0.75720331 4.1596277e+21
00030664001 2006-05-16T23:56:24 2006-05-16T23:57:22 2453872.4978356487 56.865850 V -7.8222032 0.087819729 3.0933686 102.67951 0 4.8765653e-06 0.75723461 4.1589263e+21
00030664001 2006-05-16T23:48:18 2006-05-16T23:50:15 2453872.4925520839 114.92615 UVW1 -7.8238914 0.087813229 0.80936413 102.67707 0 4.8744609e-06 0.75717729 4.1598035e+21
00030664001 2006-05-16T23:52:26 2006-05-16T23:56:20 2453872.4960995377 233.78827 UVW2 -7.8227579 0.087817390 2.2870327 102.67896 0 4.8758737e-06 0.75722175 4.1592145e+21
00030665001 2006-05-17T00:02:58 2006-05-17T00:03:45 2453872.5023321765 46.039968 B -7.8207663 0.087831018 5.5314480 102.67936 0 4.8783579e-06 0.75723097 4.1581795e+21
00030665001 2006-05-17T00:07:56 2006-05-17T00:10:01 2453872.5062326393 125.58965 UVM2 -7.8195196 0.087845020 7.9278227 102.67795 0 4.8799141e-06 0.75719806 4.1575317e+21
00030665001 2006-05-17T00:02:07 2006-05-17T00:02:53 2453872.5017361115 45.996526 U -7.8209568 0.087828878 5.1652363 102.67957 0 4.8781201e-06 0.75723600 4.1582786e+21
00030665001 2006-05-17T00:07:03 2006-05-17T00:07:50 2453872.5051678247 46.039948 V -7.8198599 0.087841198 7.2736196 102.67834 0 4.8794892e-06 0.75720704 4.1577085e+21
00030665001 2006-05-17T00:00:28 2006-05-17T00:02:02 2453872.5008680560 92.253626 UVW1 -7.8212343 0.087825762 4.6319185 102.67989 0 4.8777739e-06 0.75724332 4.1584227e+21
00030665001 2006-05-17T00:03:52 2006-05-17T00:06:59 2453872.5037673619 187.76937 UVW2 -7.8203076 0.087836170 6.4132003 102.67884 0 4.8789304e-06 0.75721886 4.1579412e+21
00030666001 2006-05-17T01:46:42 2006-05-17T01:47:11 2453872.5742650470 28.329782 B -7.7977594 0.088109369 8.5782102 102.83994 0 4.9071980e-06 0.76100644 4.1462236e+21
00030666001 2006-05-17T01:49:52 2006-05-17T01:51:01 2453872.5766956024 68.823413 UVM2 -7.7969814 0.088120967 10.005189 102.83936 0 4.9081778e-06 0.76099279 4.1458193e+21
00030666001 2006-05-17T01:46:08 2006-05-17T01:46:37 2453872.5738715287 28.318917 U -7.7978854 0.088107598 8.3380563 102.84007 0 4.9070394e-06 0.76100964 4.1462891e+21
00030666001 2006-05-17T01:49:18 2006-05-17T01:49:47 2453872.5760706021 28.329762 V -7.7971815 0.088117494 9.6800931 102.83931 0 4.9079258e-06 0.76099174 4.1459233e+21
00030666001 2006-05-17T01:45:06 2006-05-17T01:46:04 2453872.5733217597 56.855004 UVW1 -7.7980614 0.088105125 8.0025467 102.84026 0 4.9068178e-06 0.76101412 4.1463806e+21
00030666001 2006-05-17T01:47:18 2006-05-17T01:49:15 2453872.5751909725 116.78423 UVW2 -7.7974630 0.088113535 9.1432783 102.83962 0 4.9075712e-06 0.76099890 4.1460696e+21
00030667001 2006-05-17T03:15:20 2006-05-17T03:16:04 2453872.6359027782 44.074562 B -7.7780179 0.088349225 5.4533413 103.00155 0 4.9321492e-06 0.76483684 4.1359646e+21
00030667001 2006-05-17T03:20:05 2006-05-17T03:22:01 2453872.6396180559 116.05567 UVM2 -7.7768273 0.088361949 7.6605248 103.00047 0 4.9336601e-06 0.76481109 4.1353459e+21
00030667001 2006-05-17T03:14:30 2006-05-17T03:15:15 2453872.6353298617 44.063716 U -7.7782015 0.088347537 5.1102337 103.00173 0 4.9319163e-06 0.76484115 4.1360600e+21
00030667001 2006-05-17T03:19:15 2006-05-17T03:20:00 2453872.6386284726 44.074562 V -7.7771444 0.088357255 7.0857016 103.00069 0 4.9332575e-06 0.76481631 4.1355107e+21
00030667001 2006-05-17T03:12:56 2006-05-17T03:14:25 2453872.6344965287 88.355450 UVW1 -7.7784686 0.088345082 4.6111683 103.00199 0 4.9315776e-06 0.76484742 4.1361988e+21
00030667001 2006-05-17T03:16:11 2006-05-17T03:19:12 2453872.6372858798 180.78715 UVW2 -7.7775747 0.088353300 6.2816513 103.00111 0 4.9327115e-06 0.76482642 4.1357343e+21
00030668001 2006-05-17T04:57:08 2006-05-17T04:57:54 2453872.7066087970 46.029103 B -7.7553401 0.088627066 7.7635037 103.15842 0 4.9610473e-06 0.76858411 4.1241797e+21
00030668001 2006-05-17T05:02:03 2006-05-17T05:04:01 2453872.7104398152 118.04269 UVM2 -7.7541103 0.088646769 9.9067465 103.15791 0 4.9626218e-06 0.76857195 4.1235406e+21
00030668001 2006-05-17T04:56:16 2006-05-17T04:57:03 2453872.7060127323 46.039968 U -7.7555314 0.088624771 7.3928427 103.15867 0 4.9608024e-06 0.76859007 4.1242791e+21
00030668001 2006-05-17T05:01:11 2006-05-17T05:01:58 2453872.7094270838 46.050814 V -7.7544354 0.088640490 9.3919173 103.15781 0 4.9622055e-06 0.76856949 4.1237096e+21
00030668001 2006-05-17T04:54:39 2006-05-17T04:56:11 2453872.7051504636 91.298136 UVW1 -7.7558082 0.088621449 6.8566434 103.15903 0 4.9604482e-06 0.76859871 4.1244230e+21
00030668001 2006-05-17T04:58:01 2006-05-17T05:01:07 2453872.7080324078 185.78503 UVW2 -7.7548831 0.088632550 8.6487718 103.15783 0 4.9616322e-06 0.76856986 4.1239422e+21
00030669001 2006-05-17T06:35:37 2006-05-17T06:36:13 2453872.7749421299 35.224912 B -7.7333912 0.088901110 8.6022601 103.31410 0 4.9892592e-06 0.77233187 4.1127736e+21
00030669001 2006-05-17T06:39:29 2006-05-17T06:41:01 2453872.7779513896 91.928113 UVM2 -7.7324238 0.088915832 10.411874 103.31309 0 4.9905083e-06 0.77230741 4.1122709e+21
00030669001 2006-05-17T06:34:57 2006-05-17T06:35:32 2453872.7744733803 35.214046 U -7.7335419 0.088898874 8.3150331 103.31429 0 4.9890646e-06 0.77233627 4.1128519e+21
00030669001 2006-05-17T06:38:49 2006-05-17T06:39:24 2453872.7771585654 35.203201 V -7.7326786 0.088911680 9.9603841 103.31324 0 4.9901791e-06 0.77231110 4.1124033e+21
00030669001 2006-05-17T06:33:40 2006-05-17T06:34:52 2453872.7737962967 71.633390 UVW1 -7.7337596 0.088895645 7.9001492 103.31455 0 4.9887837e-06 0.77234261 4.1129650e+21
00030669001 2006-05-17T06:36:19 2006-05-17T06:38:45 2453872.7760648155 145.77877 UVW2 -7.7330303 0.088906464 9.2901873 103.31367 0 4.9897251e-06 0.77232135 4.1125860e+21
00030691001 2006-05-18T22:28:17 2006-05-18T22:29:09 2453874.4366087969 50.958866 B -7.1900889 0.096412680 2.7485960 106.58357 0 5.7721138e-06 0.85850150 3.8304374e+21
00030691001 2006-05-18T22:33:45 2006-05-18T22:36:02 2453874.4408969916 136.67701 UVM2 -7.1886632 0.096422998 4.8507606 106.58229 0 5.7744040e-06 0.85846478 3.8296965e+21
00030691001 2006-05-18T22:27:21 2006-05-18T22:28:12 2453874.4359548618 50.969712 U -7.1903062 0.096411953 2.6001799 106.58311 0 5.7717648e-06 0.85848825 3.8305504e+21
00030691001 2006-05-18T22:32:48 2006-05-18T22:33:39 2453874.4397395840 50.958886 V -7.1890480 0.096419821 4.2034357 106.58294 0 5.7737857e-06 0.85848344 3.8298965e+21
