OBS_ID START.[UT] END.[UT] MIDTIME EXP_TIME.[s] FILTER HELIO.[AU] HELIOV.[km/s] RANGE.[AU] PHASE[deg] MODCOR gOH[ph/s/molec] PHASECOR[0deg] Z[molec/cm2/s]
00030549001 2006-05-04T09:38:59 2006-05-04T09:39:47 2453859.9023495377 47.028054 U -11.284911 0.10460014 -8.0061007 58.845828 0 2.3433603e-06 0.34296297 5.9583808e+21
00030549001 2006-05-04T09:44:05 2006-05-04T09:44:53 2453859.9058912043 47.017209 V -11.284098 0.10458724 -6.1340081 58.850446 0 2.3436980e-06 0.34296988 5.9579580e+21
00030549001 2006-05-04T09:37:16 2006-05-04T09:38:53 2453859.9014409729 95.239694 UVW1 -11.285120 0.10460536 -8.5861768 58.844402 0 2.3432737e-06 0.34296084 5.9584893e+21
00030549001 2006-05-04T09:40:47 2006-05-04T09:44:01 2453859.9044444449 193.78339 UVW2 -11.284430 0.10459209 -6.8768897 58.848613 0 2.3435600e-06 0.34296714 5.9581307e+21
00030552001 2006-05-04T11:20:35 2006-05-04T11:21:18 2453859.9728761576 42.109176 B -11.268690 0.10420557 -5.9722437 59.023940 0 2.3501030e-06 0.34323807 5.9499512e+21
00030552001 2006-05-04T11:25:11 2006-05-04T11:27:01 2453859.9764583339 110.50721 UVM2 -11.267865 0.10419600 -4.4937167 59.028531 0 2.3504470e-06 0.34324542 5.9495225e+21
00030552001 2006-05-04T11:19:47 2006-05-04T11:20:30 2453859.9723206023 42.109176 U -11.268818 0.10420705 -6.2015467 59.023228 0 2.3500497e-06 0.34323694 5.9500177e+21
00030552001 2006-05-04T11:24:22 2006-05-04T11:25:05 2453859.9755034726 42.109176 V -11.268085 0.10419855 -4.8878314 59.027307 0 2.3503553e-06 0.34324346 5.9496368e+21
00030552001 2006-05-04T11:18:16 2006-05-04T11:19:43 2453859.9715219913 85.401918 UVW1 -11.269002 0.10421069 -6.6780444 59.022114 0 2.3499731e-06 0.34323516 5.9501133e+21
00030552001 2006-05-04T11:21:25 2006-05-04T11:24:18 2453859.9742071764 173.77951 UVW2 -11.268384 0.10420201 -5.4228718 59.025646 0 2.3502308e-06 0.34324080 5.9497919e+21
00030556001 2006-05-04T13:00:52 2006-05-04T13:01:39 2453860.0425405102 47.028074 B -11.252634 0.10381898 -4.6900588 59.201907 0 2.3568062e-06 0.34353168 5.9416071e+21
00030556001 2006-05-04T13:05:57 2006-05-04T13:08:01 2453860.0465162043 124.15419 UVM2 -11.251716 0.10381044 -3.5344784 59.207404 0 2.3571905e-06 0.34354103 5.9411302e+21
00030556001 2006-05-04T12:59:58 2006-05-04T13:00:46 2453860.0419212971 47.017209 U -11.252776 0.10382031 -4.8700401 59.201051 0 2.3567464e-06 0.34353023 5.9416814e+21
00030556001 2006-05-04T13:05:04 2006-05-04T13:05:52 2453860.0454629632 47.006343 V -11.251959 0.10381270 -3.8406148 59.205948 0 2.3570887e-06 0.34353855 5.9412565e+21
00030556001 2006-05-04T12:58:17 2006-05-04T12:59:54 2453860.0410358803 95.239714 UVW1 -11.252981 0.10382335 -5.3060922 59.199872 0 2.3566609e-06 0.34352823 5.9417876e+21
00030556001 2006-05-04T13:01:46 2006-05-04T13:05:00 2453860.0440162043 193.78489 UVW2 -11.252293 0.10381581 -4.2611316 59.203947 0 2.3569488e-06 0.34353515 5.9414301e+21
00030560001 2006-05-04T14:38:51 2006-05-04T14:39:38 2453860.1105844909 47.006343 B -11.236916 0.10343967 -4.1642797 59.378926 0 2.3633956e-06 0.34383982 5.9334394e+21
00030560001 2006-05-04T14:43:57 2006-05-04T14:46:01 2453860.1145717595 124.67257 UVM2 -11.235994 0.10343174 -3.3713725 59.384883 0 2.3637833e-06 0.34385043 5.9329602e+21
00030560001 2006-05-04T14:37:58 2006-05-04T14:38:46 2453860.1099768523 47.028054 U -11.237057 0.10344159 -4.4653444 59.378147 0 2.3633365e-06 0.34383844 5.9335124e+21
00030560001 2006-05-04T14:43:03 2006-05-04T14:43:50 2453860.1135011576 47.017209 V -11.236242 0.10343368 -3.5359496 59.383249 0 2.3636792e-06 0.34384752 5.9330889e+21
00030560001 2006-05-04T14:36:17 2006-05-04T14:37:54 2453860.1090914356 95.228829 UVW1 -11.237262 0.10344439 -4.9040389 59.377012 0 2.3632504e-06 0.34383642 5.9336188e+21
00030560001 2006-05-04T14:39:45 2006-05-04T14:42:59 2453860.1120601855 193.77209 UVW2 -11.236575 0.10343629 -3.7574615 59.381049 0 2.3635391e-06 0.34384360 5.9332620e+21
00030565001 2006-05-04T16:14:52 2006-05-04T16:15:40 2453860.1772685191 47.028074 B -11.221482 0.10306661 -4.4573098 59.555493 0 2.3698933e-06 0.34415988 5.9254186e+21
00030565001 2006-05-04T16:19:57 2006-05-04T16:22:02 2453860.1812442136 124.60645 UVM2 -11.220561 0.10305722 -3.1648833 59.560999 0 2.3702822e-06 0.34417003 5.9249400e+21
00030565001 2006-05-04T16:13:59 2006-05-04T16:14:47 2453860.1766550932 47.028054 U -11.221624 0.10306815 -4.6973208 59.554689 0 2.3698333e-06 0.34415840 5.9254925e+21
00030565001 2006-05-04T16:19:03 2006-05-04T16:19:51 2453860.1801736117 47.017189 V -11.220809 0.10305933 -3.3206539 59.559299 0 2.3701775e-06 0.34416690 5.9250689e+21
00030565001 2006-05-04T16:12:18 2006-05-04T16:13:54 2453860.1757638892 95.228849 UVW1 -11.221830 0.10307038 -5.0460161 59.553522 0 2.3697462e-06 0.34415625 5.9255998e+21
00030565001 2006-05-04T16:15:46 2006-05-04T16:18:59 2453860.1787326392 192.78949 UVW2 -11.221143 0.10306294 -3.8844534 59.557411 0 2.3700365e-06 0.34416342 5.9252423e+21
00030569001 2006-05-04T17:51:37 2006-05-04T17:52:20 2453860.2444270840 42.098311 B -11.205906 0.10269274 -4.2697263 59.733736 0 2.3764779e-06 0.34449252 5.9173243e+21
00030569001 2006-05-04T17:56:11 2006-05-04T17:58:01 2453860.2479861118 110.01183 UVM2 -11.205079 0.10268556 -3.3198011 59.738758 0 2.3768283e-06 0.34450200 5.9168948e+21
00030569001 2006-05-04T17:50:49 2006-05-04T17:51:32 2453860.2438715287 42.109176 U -11.206035 0.10269386 -4.4180073 59.732952 0 2.3764232e-06 0.34449104 5.9173914e+21
00030569001 2006-05-04T17:55:23 2006-05-04T17:56:06 2453860.2470428245 42.098311 V -11.205299 0.10268747 -3.5715699 59.737427 0 2.3767355e-06 0.34449949 5.9170087e+21
00030569001 2006-05-04T17:49:18 2006-05-04T17:50:45 2453860.2430729172 85.391073 UVW1 -11.206220 0.10269547 -4.6311613 59.731825 0 2.3763446e-06 0.34448892 5.9174878e+21
00030569001 2006-05-04T17:52:26 2006-05-04T17:55:19 2453860.2457465283 172.77823 UVW2 -11.205600 0.10269008 -3.9175590 59.735598 0 2.3766078e-06 0.34449603 5.9171651e+21
00030573001 2006-05-04T19:28:37 2006-05-04T19:29:20 2453860.3117881948 42.098311 B -11.190251 0.10232094 -3.9882907 59.913178 0 2.3831237e-06 0.34483368 5.9091890e+21
00030573001 2006-05-04T19:33:13 2006-05-04T19:35:01 2453860.3153587971 108.50019 UVM2 -11.189420 0.10231393 -3.2800445 59.918587 0 2.3834774e-06 0.34484403 5.9087573e+21
00030573001 2006-05-04T19:27:49 2006-05-04T19:28:32 2453860.3112326395 42.109176 U -11.190380 0.10232259 -4.2532319 59.912458 0 2.3830687e-06 0.34483231 5.9092562e+21
00030573001 2006-05-04T19:32:25 2006-05-04T19:33:08 2453860.3144270843 42.087445 V -11.189637 0.10231552 -3.4002373 59.917125 0 2.3833851e-06 0.34484123 5.9088700e+21
00030573001 2006-05-04T19:26:18 2006-05-04T19:27:44 2453860.3104282413 85.391073 UVW1 -11.190567 0.10232498 -4.6368448 59.911416 0 2.3829891e-06 0.34483031 5.9093534e+21
00030573001 2006-05-04T19:29:28 2006-05-04T19:32:21 2453860.3131307876 172.78795 UVW2 -11.189939 0.10231774 -3.5674621 59.915091 0 2.3832567e-06 0.34483734 5.9090267e+21
00030578001 2006-05-04T21:04:36 2006-05-04T21:05:19 2453860.3784432877 42.065734 B -11.174728 0.10195355 -4.2691999 60.093212 0 2.3897410e-06 0.34517899 5.9011224e+21
00030578001 2006-05-04T21:09:12 2006-05-04T21:11:01 2453860.3820196763 109.54837 UVM2 -11.173895 0.10194521 -2.9766349 60.098035 0 2.3900976e-06 0.34518827 5.9006891e+21
00030578001 2006-05-04T21:03:48 2006-05-04T21:04:31 2453860.3778877323 42.109176 U -11.174858 0.10195486 -4.4744820 60.092468 0 2.3896856e-06 0.34517756 5.9011898e+21
00030578001 2006-05-04T21:08:23 2006-05-04T21:09:06 2453860.3810706027 42.098311 V -11.174116 0.10194738 -3.2983862 60.096730 0 2.3900029e-06 0.34518576 5.9008041e+21
00030578001 2006-05-04T21:02:17 2006-05-04T21:03:44 2453860.3770891209 85.401938 UVW1 -11.175044 0.10195673 -4.7695753 60.091398 0 2.3896060e-06 0.34517551 5.9012865e+21
00030578001 2006-05-04T21:05:26 2006-05-04T21:08:19 2453860.3797743060 173.76867 UVW2 -11.174418 0.10195043 -3.7773781 60.094994 0 2.3898737e-06 0.34518242 5.9009612e+21
00030582001 2006-05-04T22:41:36 2006-05-04T22:42:19 2453860.4458043985 42.098330 B -11.159009 0.10158514 -4.0051312 60.275159 0 2.3964705e-06 0.34553050 5.8929535e+21
00030582001 2006-05-04T22:46:11 2006-05-04T22:48:01 2453860.4493750008 110.53969 UVM2 -11.158175 0.10157840 -3.1368418 60.280300 0 2.3968287e-06 0.34554049 5.8925200e+21
00030582001 2006-05-04T22:40:49 2006-05-04T22:41:32 2453860.4452604172 42.109156 U -11.159136 0.10158617 -4.1374151 60.274376 0 2.3964160e-06 0.34552898 5.8930195e+21
00030582001 2006-05-04T22:45:23 2006-05-04T22:46:05 2453860.4484259263 42.076619 V -11.158396 0.10158019 -3.3676352 60.278933 0 2.3967335e-06 0.34553783 5.8926353e+21
00030582001 2006-05-04T22:39:17 2006-05-04T22:40:44 2453860.4444502322 85.391053 UVW1 -11.159325 0.10158770 -4.3344336 60.273209 0 2.3963347e-06 0.34552671 5.8931179e+21
00030582001 2006-05-04T22:42:26 2006-05-04T22:45:19 2453860.4471354173 172.78697 UVW2 -11.158698 0.10158263 -3.6814576 60.277075 0 2.3966040e-06 0.34553422 5.8927919e+21
00030585001 2006-05-05T00:17:38 2006-05-05T00:18:21 2453860.5124942139 42.098311 B -11.143415 0.10122126 -4.0416748 60.457172 0 2.4031745e-06 0.34588684 5.8848498e+21
00030585001 2006-05-05T00:22:13 2006-05-05T00:24:01 2453860.5160532412 107.94673 UVM2 -11.142582 0.10121386 -3.1767314 60.462521 0 2.4035337e-06 0.34589740 5.8844169e+21
00030585001 2006-05-05T00:16:50 2006-05-05T00:17:33 2453860.5119386576 42.098311 U -11.143545 0.10122281 -4.2960346 60.456445 0 2.4031184e-06 0.34588540 5.8849174e+21
00030585001 2006-05-05T00:21:24 2006-05-05T00:22:07 2453860.5151099544 42.098311 V -11.142803 0.10121539 -3.2754011 60.460986 0 2.4034385e-06 0.34589437 5.8845316e+21
00030585001 2006-05-05T00:15:20 2006-05-05T00:16:46 2453860.5111458339 84.413812 UVW1 -11.143731 0.10122502 -4.6590267 60.455406 0 2.4030384e-06 0.34588335 5.8850139e+21
00030585001 2006-05-05T00:18:28 2006-05-05T00:21:21 2453860.5138252322 172.78829 UVW2 -11.143103 0.10121754 -3.4322720 60.458916 0 2.4033089e-06 0.34589028 5.8846879e+21
00030586001 2006-05-05T01:53:48 2006-05-05T01:54:35 2453860.5792997694 46.039948 B -11.127763 0.10085904 -4.1902626 60.640883 0 2.4099319e-06 0.34625359 5.8767160e+21
00030586001 2006-05-05T01:58:45 2006-05-05T02:01:01 2453860.5832523154 136.13687 UVM2 -11.126836 0.10085036 -2.8164826 60.646290 0 2.4103333e-06 0.34626451 5.8762342e+21
00030586001 2006-05-05T01:52:56 2006-05-05T01:53:43 2453860.5786979171 46.039948 U -11.127904 0.10086036 -4.3994474 60.640060 0 2.4098708e-06 0.34625193 5.8767893e+21
00030586001 2006-05-05T01:57:53 2006-05-05T01:58:40 2453860.5821354175 46.018237 V -11.127098 0.10085282 -3.2046810 60.644762 0 2.4102199e-06 0.34626142 5.8763703e+21
00030586001 2006-05-05T01:51:18 2006-05-05T01:52:52 2453860.5778356483 92.286202 UVW1 -11.128106 0.10086225 -4.6991447 60.638881 0 2.4097832e-06 0.34624954 5.8768944e+21
00030586001 2006-05-05T01:54:41 2006-05-05T01:57:49 2453860.5807291670 187.78257 UVW2 -11.127428 0.10085590 -3.6934492 60.642838 0 2.4100770e-06 0.34625754 5.8765417e+21
00030587001 2006-05-05T03:30:33 2006-05-05T03:31:14 2453860.6464525471 41.121050 B -11.111996 0.10049692 -3.9082440 60.826018 0 2.4167677e-06 0.34663276 5.8685225e+21
00030587001 2006-05-05T03:35:00 2006-05-05T03:37:01 2453860.6500057876 121.56309 UVM2 -11.111161 0.10049064 -3.1280845 60.831288 0 2.4171308e-06 0.34664372 5.8680886e+21
00030587001 2006-05-05T03:29:46 2006-05-05T03:30:28 2453860.6459143525 41.121050 U -11.112123 0.10049787 -4.0264116 60.825220 0 2.4167127e-06 0.34663111 5.8685882e+21
00030587001 2006-05-05T03:34:13 2006-05-05T03:34:54 2453860.6489988430 41.110205 V -11.111398 0.10049242 -3.3491721 60.829795 0 2.4170279e-06 0.34664062 5.8682116e+21
00030587001 2006-05-05T03:28:18 2006-05-05T03:29:41 2453860.6451331023 82.448426 UVW1 -11.112306 0.10050034 -4.4144737 60.824152 0 2.4166329e-06 0.34662889 5.8686836e+21
00030587001 2006-05-05T03:31:21 2006-05-05T03:34:09 2453860.6477430561 167.77795 UVW2 -11.111693 0.10049464 -3.6248963 60.827932 0 2.4168996e-06 0.34663674 5.8683649e+21
00030588001 2006-05-05T05:06:48 2006-05-05T05:07:35 2453860.7133275466 46.029103 B -11.096264 0.10013926 -4.0210232 61.011916 0 2.4236179e-06 0.34702559 5.8603468e+21
00030588001 2006-05-05T05:11:45 2006-05-05T05:14:01 2453860.7172800931 136.24793 UVM2 -11.095333 0.10013111 -3.0046195 61.017873 0 2.4240244e-06 0.34703841 5.8598631e+21
00030588001 2006-05-05T05:05:56 2006-05-05T05:06:43 2453860.7127256952 46.029083 U -11.096405 0.10014083 -4.2848831 61.011118 0 2.4235560e-06 0.34702388 5.8604205e+21
00030588001 2006-05-05T05:10:53 2006-05-05T05:11:40 2453860.7161631947 46.029103 V -11.095596 0.10013282 -3.0946465 61.015991 0 2.4239095e-06 0.34703436 5.8599998e+21
00030588001 2006-05-05T05:04:18 2006-05-05T05:05:52 2453860.7118634265 92.286202 UVW1 -11.096608 0.10014308 -4.6629134 61.009976 0 2.4234674e-06 0.34702142 5.8605260e+21
00030588001 2006-05-05T05:07:41 2006-05-05T05:10:49 2453860.7147569451 187.78211 UVW2 -11.095927 0.10013553 -3.3943554 61.013810 0 2.4237649e-06 0.34702967 5.8601719e+21
00030589001 2006-05-05T13:07:48 2006-05-05T13:08:14 2453861.0472337967 26.353531 B -11.017234 0.098379167 -4.1682375 61.959217 0 2.4584745e-06 0.34920214 5.8192780e+21
00030589001 2006-05-05T13:10:45 2006-05-05T13:12:02 2453861.0495775468 76.824073 UVM2 -11.016677 0.098373649 -3.3183868 61.962604 0 2.4587232e-06 0.34921026 5.8189883e+21
00030589001 2006-05-05T13:07:16 2006-05-05T13:07:43 2453861.0468692137 26.310088 U -11.017321 0.098380234 -4.3489404 61.958718 0 2.4584358e-06 0.34920094 5.8193230e+21
00030589001 2006-05-05T13:10:13 2006-05-05T13:10:39 2453861.0489120376 26.342685 V -11.016835 0.098374672 -3.4335210 61.961570 0 2.4586525e-06 0.34920778 5.8190705e+21
00030589001 2006-05-05T13:06:18 2006-05-05T13:07:12 2453861.0463541672 52.913367 UVW1 -11.017444 0.098381742 -4.6042194 61.958013 0 2.4583812e-06 0.34919925 5.8193867e+21
00030589001 2006-05-05T13:08:21 2006-05-05T13:10:09 2453861.0480902782 107.77015 UVW2 -11.017031 0.098376659 -3.7437288 61.960389 0 2.4585654e-06 0.34920495 5.8191721e+21
00030590001 2006-05-05T14:45:03 2006-05-05T14:45:55 2453861.1149189817 50.958827 B -11.001118 0.098031952 -3.9670041 62.153610 0 2.4656753e-06 0.34967023 5.8109030e+21
00030590001 2006-05-05T14:50:31 2006-05-05T14:53:01 2453861.1192824077 150.35925 UVM2 -11.000078 0.098023170 -2.6745896 62.160092 0 2.4661413e-06 0.34968592 5.8103626e+21
00030590001 2006-05-05T14:44:07 2006-05-05T14:44:59 2453861.1142708343 50.958846 U -11.001273 0.098033421 -4.2254252 62.152723 0 2.4656061e-06 0.34966809 5.8109833e+21
00030590001 2006-05-05T14:49:34 2006-05-05T14:50:25 2453861.1180497692 50.947961 V -11.000372 0.098024858 -2.7187367 62.157894 0 2.4660095e-06 0.34968060 5.8105154e+21
00030590001 2006-05-05T14:42:19 2006-05-05T14:44:02 2453861.1133159725 102.12398 UVW1 -11.001500 0.098035585 -4.6061354 62.151416 0 2.4655041e-06 0.34966493 5.8111015e+21
00030590001 2006-05-05T14:46:02 2006-05-05T14:49:29 2453861.1164988428 207.77347 UVW2 -11.000742 0.098028373 -3.3371022 62.155772 0 2.4658439e-06 0.34967546 5.8107074e+21
00030591001 2006-05-05T16:21:49 2006-05-05T16:22:36 2453861.1820891211 46.029103 B -10.985092 0.097687200 -3.7966285 62.348507 0 2.4728674e-06 0.35014497 5.8025747e+21
00030591001 2006-05-05T16:26:46 2006-05-05T16:29:01 2453861.1860358799 134.69005 UVM2 -10.984150 0.097680260 -2.6856437 62.354192 0 2.4732916e-06 0.35015892 5.8020849e+21
00030591001 2006-05-05T16:20:57 2006-05-05T16:21:44 2453861.1814872688 46.039929 U -10.985236 0.097688258 -3.9660457 62.347640 0 2.4728027e-06 0.35014284 5.8026494e+21
00030591001 2006-05-05T16:25:54 2006-05-05T16:26:41 2453861.1849247692 46.029083 V -10.984415 0.097682214 -2.9984136 62.352591 0 2.4731722e-06 0.35015499 5.8022228e+21
00030591001 2006-05-05T16:19:19 2006-05-05T16:20:53 2453861.1806250005 92.286202 UVW1 -10.985442 0.097689775 -4.2087682 62.346398 0 2.4727100e-06 0.35013980 5.8027564e+21
00030591001 2006-05-05T16:22:42 2006-05-05T16:25:50 2453861.1835185187 187.78233 UVW2 -10.984751 0.097684687 -3.3942632 62.350566 0 2.4730210e-06 0.35015002 5.8023973e+21
00030592001 2006-05-05T17:57:49 2006-05-05T17:58:36 2453861.2487557875 46.050814 B -10.969154 0.097346512 -3.8134481 62.543697 0 2.4800511e-06 0.35062809 5.7942925e+21
00030592001 2006-05-05T18:02:47 2006-05-05T18:05:01 2453861.2527083340 134.20657 UVM2 -10.968209 0.097339245 -2.8114392 62.549767 0 2.4804788e-06 0.35064326 5.7938009e+21
00030592001 2006-05-05T17:56:57 2006-05-05T17:57:44 2453861.2481539357 46.029063 U -10.969298 0.097348158 -4.1013665 62.542874 0 2.4799861e-06 0.35062603 5.7943673e+21
00030592001 2006-05-05T18:01:54 2006-05-05T18:02:41 2453861.2515914356 46.029103 V -10.968476 0.097340839 -2.9791979 62.547965 0 2.4803579e-06 0.35063876 5.7939398e+21
00030592001 2006-05-05T17:55:19 2006-05-05T17:56:53 2453861.2472916674 92.286222 UVW1 -10.969505 0.097350516 -4.5138649 62.541694 0 2.4798928e-06 0.35062308 5.7944745e+21
00030592001 2006-05-05T17:58:42 2006-05-05T18:01:50 2453861.2501851860 187.78059 UVW2 -10.968812 0.097342845 -3.1904174 62.545697 0 2.4802057e-06 0.35063309 5.7941147e+21
00030593001 2006-05-05T19:34:04 2006-05-05T19:34:56 2453861.3156250007 50.926270 B -10.953136 0.097007892 -3.9491764 62.740720 0 2.4873031e-06 0.35112579 5.7859681e+21
00030593001 2006-05-05T19:39:33 2006-05-05T19:42:01 2453861.3199884263 148.71455 UVM2 -10.952090 0.096999168 -2.4967787 62.747001 0 2.4877782e-06 0.35114185 5.7854244e+21
00030593001 2006-05-05T19:33:07 2006-05-05T19:33:59 2453861.3149652779 50.958846 U -10.953294 0.097009278 -4.1989435 62.739808 0 2.4872313e-06 0.35112346 5.7860503e+21
00030593001 2006-05-05T19:38:36 2006-05-05T19:39:27 2453861.3187673618 50.958827 V -10.952382 0.097001291 -2.7594976 62.745063 0 2.4876452e-06 0.35113689 5.7855765e+21
00030593001 2006-05-05T19:31:19 2006-05-05T19:33:03 2453861.3140162043 102.13482 UVW1 -10.953522 0.097011272 -4.5582570 62.738496 0 2.4871280e-06 0.35112011 5.7861685e+21
00030593001 2006-05-05T19:35:04 2006-05-05T19:38:32 2453861.3172222227 207.77439 UVW2 -10.952753 0.097004537 -3.3444779 62.742927 0 2.4874770e-06 0.35113143 5.7857691e+21
00030598001 2006-05-06T03:36:05 2006-05-06T03:36:57 2453861.6503587971 50.958827 B -10.872472 0.095346590 -3.7775809 63.744122 0 2.5243107e-06 0.35386130 5.7440497e+21
00030598001 2006-05-06T03:41:33 2006-05-06T03:44:01 2453861.6547106486 148.80341 UVM2 -10.871418 0.095338518 -2.5013519 63.750785 0 2.5248000e-06 0.35388040 5.7435021e+21
00030598001 2006-05-06T03:35:08 2006-05-06T03:36:00 2453861.6496990742 50.969712 U -10.872632 0.095348148 -4.0698035 63.743201 0 2.5242366e-06 0.35385866 5.7441327e+21
00030598001 2006-05-06T03:40:35 2006-05-06T03:41:27 2453861.6534837969 50.947981 V -10.871715 0.095340016 -2.6313113 63.748701 0 2.5246620e-06 0.35387442 5.7436565e+21
00030598001 2006-05-06T03:33:20 2006-05-06T03:35:04 2453861.6487500006 102.13482 UVW1 -10.872861 0.095350389 -4.4901933 63.741875 0 2.5241300e-06 0.35385486 5.7442522e+21
00030598001 2006-05-06T03:37:03 2006-05-06T03:40:31 2453861.6519328710 207.78317 UVW2 -10.872091 0.095342873 -3.0803488 63.746321 0 2.5244876e-06 0.35386760 5.7438517e+21
00030599001 2006-05-06T05:18:42 2006-05-06T05:18:57 2453861.7214062503 15.527648 B -10.855248 0.095013783 -2.3733147 63.954537 0 2.5323204e-06 0.35446807 5.7350991e+21
00030599001 2006-05-06T05:20:34 2006-05-06T05:21:01 2453861.7227719910 27.483913 UVM2 -10.854917 0.095011701 -2.1143044 63.956777 0 2.5324750e-06 0.35447456 5.7349269e+21
00030599001 2006-05-06T05:18:21 2006-05-06T05:18:37 2453861.7211689819 15.527629 U -10.855306 0.095014205 -2.4535790 63.954199 0 2.5322936e-06 0.35446709 5.7351290e+21
00030599001 2006-05-06T05:20:12 2006-05-06T05:20:28 2453861.7224537041 15.527629 V -10.854994 0.095012065 -2.1044503 63.956153 0 2.5324390e-06 0.35447276 5.7349670e+21
00030599001 2006-05-06T05:17:45 2006-05-06T05:18:16 2453861.7208391209 31.272428 UVW1 -10.855386 0.095014793 -2.5651661 63.953728 0 2.5322562e-06 0.35446573 5.7351706e+21
00030599001 2006-05-06T05:19:04 2006-05-06T05:20:08 2453861.7219444448 63.783313 UVW2 -10.855117 0.095012824 -2.1912515 63.955304 0 2.5323813e-06 0.35447029 5.7350312e+21
00030600001 2006-05-06T13:13:22 2006-05-06T13:13:58 2453862.0511574079 36.180441 B -10.774833 0.093434036 -4.0107935 64.988431 0 2.5702254e-06 0.35756379 5.6933101e+21
00030600001 2006-05-06T13:17:18 2006-05-06T13:19:01 2453862.0542766210 103.01667 UVM2 -10.774069 0.093427785 -2.7418178 64.992875 0 2.5705901e-06 0.35757770 5.6929128e+21
00030600001 2006-05-06T13:12:39 2006-05-06T13:13:16 2453862.0506655099 36.202172 U -10.774954 0.093435022 -4.2109103 64.987730 0 2.5701679e-06 0.35756160 5.6933728e+21
00030600001 2006-05-06T13:16:37 2006-05-06T13:17:13 2453862.0534143522 36.180461 V -10.774280 0.093429513 -3.0926108 64.991647 0 2.5704893e-06 0.35757385 5.6930226e+21
00030600001 2006-05-06T13:11:21 2006-05-06T13:12:35 2453862.0499768523 72.599785 UVW1 -10.775123 0.093436402 -4.4910738 64.986748 0 2.5700874e-06 0.35755853 5.6934605e+21
00030600001 2006-05-06T13:14:05 2006-05-06T13:16:33 2453862.0523032411 147.77539 UVW2 -10.774552 0.093431740 -3.5446392 64.990063 0 2.5703594e-06 0.35756890 5.6931642e+21
00030616001 2006-05-07T19:45:14 2006-05-07T19:46:06 2453863.3233796302 51.946972 B -10.457258 0.087999310 -3.3561825 69.231494 0 2.7285831e-06 0.37339275 5.5282770e+21
00030616001 2006-05-07T19:50:46 2006-05-07T19:53:02 2453863.3277083337 135.18859 UVM2 -10.456158 0.087992459 -1.7071590 69.238203 0 2.7291574e-06 0.37342176 5.5277051e+21
00030616001 2006-05-07T19:44:16 2006-05-07T19:45:08 2453863.3227083338 51.936126 U -10.457429 0.088000650 -3.6688309 69.230489 0 2.7284941e-06 0.37338840 5.5283657e+21
00030616001 2006-05-07T19:49:48 2006-05-07T19:50:41 2453863.3265567133 51.936126 V -10.456451 0.087993194 -1.9231759 69.236280 0 2.7290045e-06 0.37341344 5.5278573e+21
00030616001 2006-05-07T19:42:25 2006-05-07T19:44:10 2453863.3217303250 103.12301 UVW1 -10.457678 0.088002603 -4.1243270 69.229024 0 2.7283644e-06 0.37338208 5.5284949e+21
00030616001 2006-05-07T19:46:13 2006-05-07T19:49:44 2453863.3249826394 210.77433 UVW2 -10.456851 0.087996109 -2.6095998 69.233894 0 2.7287957e-06 0.37340313 5.5280653e+21
00030617001 2006-05-07T21:21:13 2006-05-07T21:22:06 2453863.3900405099 51.946992 B -10.440297 0.087741652 -3.4039715 69.466993 0 2.7374506e-06 0.37441869 5.5194625e+21
00030617001 2006-05-07T21:26:46 2006-05-07T21:29:01 2453863.3943692138 135.67287 UVM2 -10.439194 0.087735750 -1.7391339 69.473351 0 2.7380289e-06 0.37444661 5.5188895e+21
00030617001 2006-05-07T21:20:15 2006-05-07T21:21:08 2453863.3893692135 51.946972 U -10.440468 0.087742568 -3.6621549 69.466007 0 2.7373610e-06 0.37441436 5.5195514e+21
00030617001 2006-05-07T21:25:48 2006-05-07T21:26:40 2453863.3932175934 51.936126 V -10.439487 0.087737320 -2.1820519 69.471660 0 2.7378750e-06 0.37443918 5.5190419e+21
00030617001 2006-05-07T21:18:26 2006-05-07T21:20:11 2453863.3884085650 103.10126 UVW1 -10.440712 0.087744808 -4.1098537 69.464416 0 2.7372327e-06 0.37440738 5.5196785e+21
00030617001 2006-05-07T21:22:13 2006-05-07T21:25:44 2453863.3916493058 210.77461 UVW2 -10.439887 0.087739459 -2.7852219 69.469356 0 2.7376655e-06 0.37442907 5.5192496e+21
00030620001 2006-05-08T02:10:14 2006-05-08T02:11:06 2453863.5907407412 51.936146 B -10.389035 0.086987609 -3.3214155 70.181176 0 2.7645149e-06 0.37762815 5.4928236e+21
00030620001 2006-05-08T02:15:46 2006-05-08T02:18:01 2453863.5950636580 135.61703 UVM2 -10.387928 0.086982474 -1.7242796 70.187526 0 2.7651041e-06 0.37765735 5.4922482e+21
00030620001 2006-05-08T02:09:16 2006-05-08T02:10:09 2453863.5900752321 51.903550 U -10.389205 0.086988782 -3.6016376 70.180129 0 2.7644242e-06 0.37762333 5.4929121e+21
00030620001 2006-05-08T02:14:48 2006-05-08T02:15:40 2453863.5939120380 51.946992 V -10.388223 0.086983842 -2.1497547 70.185834 0 2.7649471e-06 0.37764957 5.4924015e+21
00030620001 2006-05-08T02:07:27 2006-05-08T02:09:12 2453863.5891145840 103.11212 UVW1 -10.389451 0.086991736 -4.1194475 70.178386 0 2.7642933e-06 0.37761532 5.4930400e+21
