Radial grid size: 150	Angular grid size: 80	Radial substeps: 80

Q: 1.00000e28 mol/s	Parent dissociative lifetime: 1.33000e6 s	Parent total lifetime: 1.33000e6 s	Parent outflow velocity: 5.00000e2 m/s
Parent cross sectional area: 3.00000e-20 m^2	Fragment total lifetime: 2.60000e6 s	Fragment velocity: 8.00000e2 m/s
Parent destruction level: 99.0%	Fragment destruction level: 95.0%

Collision sphere radius: 1.50000e2 km
Coma radius: 7.06906e6 km
Max grid extent: 2.16772e7 km

r (meters)											volume density (1/m^3)
7.1717516880580456927418709e5,	1.3155419236907257563018447e0,	7.8308493246025377884507179e6
7.1717516880580456927418709e5,	1.3548118318605983922964242e0,	7.4487910516671529039740562e6
7.1717516880580456927418709e5,	1.3940817400304705842017938e0,	7.0923252177274208515882492e6
7.1717516880580456927418709e5,	1.4333516482003432201963733e0,	6.7594809511867687106132507e6
7.1717516880580456927418709e5,	1.4726215563702154121017429e0,	6.4484971088103745132684708e6
7.1717516880580456927418709e5,	1.5118914645400880480963224e0,	6.1577923889986770227551460e6
7.1717516880580456927418709e5,	1.5511613727099602400016920e0,	5.8859400544910803437232971e6
7.1717516880580456927418709e5,	1.5904312808798328759962715e0,	5.6316465581514351069927216e6
7.1717516880580456927418709e5,	1.6297011890497050679016411e0,	5.3937334974219845607876778e6
7.1717516880580456927418709e5,	1.6689710972195777038962206e0,	5.1711224211848974227905273e6
7.1717516880580456927418709e5,	1.7082410053894498958015902e0,	4.9628220856161704286932945e6
7.1717516880580456927418709e5,	1.7475109135593225317961696e0,	4.7679178100984031334519386e6
7.1717516880580456927418709e5,	1.7867808217291947237015393e0,	4.5855626260312786325812340e6
7.1717516880580456927418709e5,	1.8260507298990673596961187e0,	4.4149699449166152626276016e6
7.1717516880580456927418709e5,	1.8653206380689395516014883e0,	4.2554075007607638835906982e6
7.1717516880580456927418709e5,	1.9045905462388121875960678e0,	4.1061923479522326961159706e6
7.1717516880580456927418709e5,	1.9438604544086843795014374e0,	3.9666867207310101948678493e6
7.1717516880580456927418709e5,	1.9831303625785567934514120e0,	3.8362945847981479018926620e6
7.1717516880580456927418709e5,	2.0224002707484292074013865e0,	3.7144587355794603936374187e6
7.1717516880580456927418709e5,	2.0616701789183018433959660e0,	3.6006583208504901267588139e6
7.1717516880580456927418709e5,	2.1009400870881744793905455e0,	3.4944066873714830726385117e6
7.1717516880580456927418709e5,	2.1402099952580462272067052e0,	3.3952494713702183216810226e6
7.1717516880580456927418709e5,	2.1794799034279188632012847e0,	3.3027628707329230383038521e6
7.1717516880580456927418709e5,	2.2187498115977914991958642e0,	3.2165520523515054956078529e6
7.1717516880580456927418709e5,	2.2580197197676641351904436e0,	3.1362496611266271211206913e6
7.1717516880580456927418709e5,	2.2972896279375358830066034e0,	3.0615144076914223842322826e6
7.1717516880580456927418709e5,	2.3365595361074085190011829e0,	2.9920297201733868569135666e6
8.0326743792504491284489632e5,	1.9634954084936206974987272e-2,	9.0801804985350036621093750e8
8.0326743792504491284489632e5,	5.8904862254808620924961815e-2,	2.9812961023548483848571777e8
8.0326743792504491284489632e5,	9.8174770424681034874936358e-2,	1.7552487268780276179313660e8
8.0326743792504491284489632e5,	1.3744467859455344882491090e-1,	1.2294543124987141788005829e8
8.0326743792504491284489632e5,	1.7671458676442586277488545e-1,	9.3753511057182952761650085e7
8.0326743792504491284489632e5,	2.1598449493429827672485999e-1,	7.5201978658237487077713013e7
8.0326743792504491284489632e5,	2.5525440310417069067483453e-1,	6.2382340971903681755065918e7
8.0326743792504491284489632e5,	2.9452431127404310462480908e-1,	5.3002293940646007657051086e7
8.0326743792504491284489632e5,	3.3379421944391551857478362e-1,	4.5847674624452613294124603e7
8.0326743792504491284489632e5,	3.7306412761378793252475816e-1,	4.0215316120287947356700897e7
8.0326743792504491284489632e5,	4.1233403578366034647473271e-1,	3.5669832928357824683189392e7
8.0326743792504491284489632e5,	4.5160394395353276042470725e-1,	3.1927245830947179347276688e7
8.0326743792504491284489632e5,	4.9087385212340517437468179e-1,	2.8794444415038742125034332e7
8.0326743792504491284489632e5,	5.3014376029327758832465634e-1,	2.6135545152583792805671692e7
8.0326743792504491284489632e5,	5.6941366846315000227463088e-1,	2.3852165501015976071357727e7
8.0326743792504491284489632e5,	6.0868357663302241622460542e-1,	2.1871331425971426069736481e7
8.0326743792504491284489632e5,	6.4795348480289483017457997e-1,	2.0137780918747935444116592e7
8.0326743792504491284489632e5,	6.8722339297276724412455451e-1,	1.8608905613941013813018799e7
8.0326743792504491284489632e5,	7.2649330114263965807452905e-1,	1.7251332569146770983934402e7
8.0326743792504491284489632e5,	7.6576320931251207202450360e-1,	1.6038557566755220293998718e7
8.0326743792504491284489632e5,	8.0503311748238448597447814e-1,	1.4949270948268052190542221e7
8.0326743792504491284489632e5,	8.4430302565225689992445268e-1,	1.3966150531651649624109268e7
8.0326743792504491284489632e5,	8.8357293382212931387442723e-1,	1.3074976298130901530385017e7
8.0326743792504491284489632e5,	9.2284284199200172782440177e-1,	1.2263970986991208046674728e7
8.0326743792504491284489632e5,	9.6211275016187414177437631e-1,	1.1523302027029419317841530e7
8.0326743792504491284489632e5,	1.0013826583317464447020484e0,	1.0844700482616145163774490e7
8.0326743792504491284489632e5,	1.0406525665016190806966279e0,	1.0221166066878030076622963e7
8.0326743792504491284489632e5,	1.0799224746714912726019975e0,	9.6467362742599397897720337e6
8.0326743792504491284489632e5,	1.1191923828413639085965769e0,	9.1163038449841775000095367e6
8.0326743792504491284489632e5,	1.1584622910112361005019466e0,	8.6254710576105974614620209e6
8.0326743792504491284489632e5,	1.1977321991811087364965260e0,	8.1704323686547074466943741e6
8.0326743792504491284489632e5,	1.2370021073509809284018957e0,	7.7478790805981392040848732e6
8.0326743792504491284489632e5,	1.2762720155208535643964751e0,	7.3549212864098055288195610e6
8.0326743792504491284489632e5,	1.3155419236907257563018447e0,	6.9890234874494299292564392e6
8.0326743792504491284489632e5,	1.3548118318605983922964242e0,	6.6479511329508516937494278e6
8.0326743792504491284489632e5,	1.3940817400304705842017938e0,	6.3297259660543315112590790e6
8.0326743792504491284489632e5,	1.4333516482003432201963733e0,	6.0325885411425270140171051e6
8.0326743792504491284489632e5,	1.4726215563702154121017429e0,	5.7549666404796661809086800e6
8.0326743792504491284489632e5,	1.5118914645400880480963224e0,	5.4954485936581613495945930e6
8.0326743792504491284489632e5,	1.5511613727099602400016920e0,	5.2527607120019048452377319e6
8.0326743792504491284489632e5,	1.5904312808798328759962715e0,	5.0257482073600804433226585e6
8.0326743792504491284489632e5,	1.6297011890497050679016411e0,	4.8133590825041532516479492e6
8.0326743792504491284489632e5,	1.6689710972195777038962206e0,	4.6146305679607493802905083e6
8.0326743792504491284489632e5,	1.7082410053894498958015902e0,	4.4286777451417520642280579e6
8.0326743792504491284489632e5,	1.7475109135593225317961696e0,	4.2546840442677484825253487e6
8.0326743792504491284489632e5,	1.7867808217291947237015393e0,	4.0918933428703737445175648e6
8.0326743792504491284489632e5,	1.8260507298990673596961187e0,	3.9396034205982489511370659e6
8.0326743792504491284489632e5,	1.8653206380689395516014883e0,	3.7971605516412355937063694e6
8.0326743792504491284489632e5,	1.9045905462388121875960678e0,	3.6639550394012299366295338e6
8.0326743792504491284489632e5,	1.9438604544086843795014374e0,	3.5394175203194087371230125e6
8.0326743792504491284489632e5,	1.9831303625785567934514120e0,	3.4230158855816079303622246e6
8.0326743792504491284489632e5,	2.0224002707484292074013865e0,	3.3142526908190422691404819e6
8.0326743792504491284489632e5,	2.0616701789183018433959660e0,	3.2126629446277907118201256e6
8.0326743792504491284489632e5,	2.1009400870881744793905455e0,	3.1178121863195989280939102e6
8.0326743792504491284489632e5,	2.1402099952580462272067052e0,	3.0292947813407280482351780e6
8.0326743792504491284489632e5,	2.1794799034279188632012847e0,	2.9467323788856132887303829e6
8.0326743792504491284489632e5,	2.2187498115977914991958642e0,	2.8697724901485624723136425e6
8.0326743792504491284489632e5,	2.2580197197676641351904436e0,	2.7980871573084592819213867e6
8.0326743792504491284489632e5,	2.2972896279375358830066034e0,	2.7313716927736797370016575e6
8.0326743792504491284489632e5,	2.3365595361074085190011829e0,	2.6693434755819877609610558e6
8.9969453056367940735071898e5,	1.9634954084936206974987272e-2,	8.1058273732545089721679688e8
8.9969453056367940735071898e5,	5.8904862254808620924961815e-2,	2.6613867973473319411277771e8
8.9969453056367940735071898e5,	9.8174770424681034874936358e-2,	1.5668984143855562806129456e8
8.9969453056367940735071898e5,	1.3744467859455344882491090e-1,	1.0975225479128892719745636e8
8.9969453056367940735071898e5,	1.7671458676442586277488545e-1,	8.3692624732908040285110474e7
8.9969453056367940735071898e5,	2.1598449493429827672485999e-1,	6.7131642260603860020637512e7
8.9969453056367940735071898e5,	2.5525440310417069067483453e-1,	5.5687513810562454164028168e7
8.9969453056367940735071898e5,	2.9452431127404310462480908e-1,	4.7313906357385963201522827e7
8.9969453056367940735071898e5,	3.3379421944391551857478362e-1,	4.0926939368934735655784607e7
8.9969453056367940735071898e5,	3.7306412761378793252475816e-1,	3.5898896826571822166442871e7
8.9969453056367940735071898e5,	4.1233403578366034647473271e-1,	3.1841110454271666705608368e7
8.9969453056367940735071898e5,	4.5160394395353276042470725e-1,	2.8500072042003791779279709e7
8.9969453056367940735071898e5,	4.9087385212340517437468179e-1,	2.5703391817814994603395462e7
8.9969453056367940735071898e5,	5.3014376029327758832465634e-1,	2.3329766390298757702112198e7
8.9969453056367940735071898e5,	5.6941366846315000227463088e-1,	2.1291369478891830891370773e7
8.9969453056367940735071898e5,	6.0868357663302241622460542e-1,	1.9523056979149114340543747e7
8.9969453056367940735071898e5,	6.4795348480289483017457997e-1,	1.7975496322018772363662720e7
8.9969453056367940735071898e5,	6.8722339297276724412455451e-1,	1.6610650859799778088927269e7
8.9969453056367940735071898e5,	7.2649330114263965807452905e-1,	1.5398728422044292092323303e7
8.9969453056367940735071898e5,	7.6576320931251207202450360e-1,	1.4316068563855314627289772e7
8.9969453056367940735071898e5,	8.0503311748238448597447814e-1,	1.3343648037308938801288605e7
8.9969453056367940735071898e5,	8.4430302565225689992445268e-1,	1.2466003227620746940374374e7
8.9969453056367940735071898e5,	8.8357293382212931387442723e-1,	1.1670439832808885723352432e7
8.9969453056367940735071898e5,	9.2284284199200172782440177e-1,	1.0946444211453596130013466e7
8.9969453056367940735071898e5,	9.6211275016187414177437631e-1,	1.0285238755748260766267776e7
8.9969453056367940735071898e5,	1.0013826583317464447020484e0,	9.6794417235778328031301498e6
8.9969453056367940735071898e5,	1.0406525665016190806966279e0,	9.1228039028026182204484940e6
8.9969453056367940735071898e5,	1.0799224746714912726019975e0,	8.6100025149956904351711273e6
8.9969453056367940735071898e5,	1.1191923828413639085965769e0,	8.1364782651409944519400597e6
8.9969453056367940735071898e5,	1.1584622910112361005019466e0,	7.6983052678452637046575546e6
8.9969453056367940735071898e5,	1.1977321991811087364965260e0,	7.2920862790297167375683784e6
8.9969453056367940735071898e5,	1.2370021073509809284018957e0,	6.9148675924226213246583939e6
8.9969453056367940735071898e5,	1.2762720155208535643964751e0,	6.5640693588443920016288757e6
8.9969453056367940735071898e5,	1.3155419236907257563018447e0,	6.2374281117699397727847099e6
8.9969453056367940735071898e5,	1.3548118318605983922964242e0,	5.9329490426339572295546532e6
8.9969453056367940735071898e5,	1.3940817400304705842017938e0,	5.6488661377920154482126236e6
8.9969453056367940735071898e5,	1.4333516482003432201963733e0,	5.3836087173558436334133148e6
8.9969453056367940735071898e5,	1.4726215563702154121017429e0,	5.1357732403905177488923073e6
8.9969453056367940735071898e5,	1.5118914645400880480963224e0,	4.9040994869040083140134811e6
8.9969453056367940735071898e5,	1.5511613727099602400016920e0,	4.6874504133163336664438248e6
8.9969453056367940735071898e5,	1.5904312808798328759962715e0,	4.4847951185024045407772064e6
8.9969453056367940735071898e5,	1.6297011890497050679016411e0,	4.2951944626421434804797173e6
8.9969453056367940735071898e5,	1.6689710972195777038962206e0,	4.1177889593282165005803108e6
8.9969453056367940735071898e5,	1.7082410053894498958015902e0,	3.9517886194307771511375904e6
8.9969453056367940735071898e5,	1.7475109135593225317961696e0,	3.7964644686335041187703609e6
8.9969453056367940735071898e5,	1.7867808217291947237015393e0,	3.6511414938420890830457211e6
8.9969453056367940735071898e5,	1.8260507298990673596961187e0,	3.5151928003920689225196838e6
8.9969453056367940735071898e5,	1.8653206380689395516014883e0,	3.3880347848270782269537449e6
8.9969453056367940735071898e5,	1.9045905462388121875960678e0,	3.2691231488305875100195408e6
8.9969453056367940735071898e5,	1.9438604544086843795014374e0,	3.1579495997857628390192986e6
8.9969453056367940735071898e5,	1.9831303625785567934514120e0,	3.0540391029106369242072105e6
8.9969453056367940735071898e5,	2.0224002707484292074013865e0,	2.9569475690166670829057693e6
8.9969453056367940735071898e5,	2.0616701789183018433959660e0,	2.8662598804248194210231304e6
8.9969453056367940735071898e5,	2.1009400870881744793905455e0,	2.7815881750616715289652348e6
8.9969453056367940735071898e5,	2.1402099952580462272067052e0,	2.7025703248497061431407928e6
8.9969453056367940735071898e5,	2.1794799034279188632012847e0,	2.6288685588704976253211498e6
8.9969453056367940735071898e5,	2.2187498115977914991958642e0,	2.5601681942037059925496578e6
8.9969453056367940735071898e5,	2.2580197197676641351904436e0,	2.4961764477469413541257381e6
8.9969453056367940735071898e5,	2.2972896279375358830066034e0,	2.4366213107421416789293289e6
8.9969453056367940735071898e5,	2.3365595361074085190011829e0,	2.3812504743114998564124107e6
1.0076970758544944692403078e6,	1.9634954084936206974987272e-2,	7.2359032471689593791961670e8
1.0076970758544944692403078e6,	5.8904862254808620924961815e-2,	2.3757646622610604763031006e8
1.0076970758544944692403078e6,	9.8174770424681034874936358e-2,	1.3987350743502804636955261e8
1.0076970758544944692403078e6,	1.3744467859455344882491090e-1,	9.7973094363797262310981750e7
1.0076970758544944692403078e6,	1.7671458676442586277488545e-1,	7.4710042763041779398918152e7
1.0076970758544944692403078e6,	2.1598449493429827672485999e-1,	5.9926267705231420695781708e7
1.0076970758544944692403078e6,	2.5525440310417069067483453e-1,	4.9710224665476173162460327e7
1.0076970758544944692403078e6,	2.9452431127404310462480908e-1,	4.2235189024861581623554230e7
1.0076970758544944692403078e6,	3.3379421944391551857478362e-1,	3.6533599281928822398185730e7
1.0076970758544944692403078e6,	3.7306412761378793252475816e-1,	3.2045103645431336015462875e7
1.0076970758544944692403078e6,	4.1233403578366034647473271e-1,	2.8422744015610236674547195e7
1.0076970758544944692403078e6,	4.5160394395353276042470725e-1,	2.5440217375711269676685333e7
1.0076970758544944692403078e6,	4.9087385212340517437468179e-1,	2.2943633802902970463037491e7
1.0076970758544944692403078e6,	5.3014376029327758832465634e-1,	2.0824707375986862927675247e7
1.0076970758544944692403078e6,	5.6941366846315000227463088e-1,	1.9005036679832376539707184e7
1.0076970758544944692403078e6,	6.0868357663302241622460542e-1,	1.7426468345500349998474121e7
1.0076970758544944692403078e6,	6.4795348480289483017457997e-1,	1.6044963739458056166768074e7
1.0076970758544944692403078e6,	6.8722339297276724412455451e-1,	1.4826567945166006684303284e7
1.0076970758544944692403078e6,	7.2649330114263965807452905e-1,	1.3744685784929202869534492e7
1.0076970758544944692403078e6,	7.6576320931251207202450360e-1,	1.2778195797282643616199493e7
1.0076970758544944692403078e6,	8.0503311748238448597447814e-1,	1.1910116092416498810052872e7
1.0076970758544944692403078e6,	8.4430302565225689992445268e-1,	1.1126642425620459020137787e7
1.0076970758544944692403078e6,	8.8357293382212931387442723e-1,	1.0416442688693873584270477e7
1.0076970758544944692403078e6,	9.2284284199200172782440177e-1,	9.7701314275199510157108307e6
1.0076970758544944692403078e6,	9.6211275016187414177437631e-1,	9.1798729289666116237640381e6
1.0076970758544944692403078e6,	1.0013826583317464447020484e0,	8.6390775569099504500627518e6
1.0076970758544944692403078e6,	1.0406525665016190806966279e0,	8.1421666753257261589169502e6
1.0076970758544944692403078e6,	1.0799224746714912726019975e0,	7.6843886682834653183817863e6
1.0076970758544944692403078e6,	1.1191923828413639085965769e0,	7.2616734757817890495061874e6
1.0076970758544944692403078e6,	1.1584622910112361005019466e0,	6.8705164780326876789331436e6
1.0076970758544944692403078e6,	1.1977321991811087364965260e0,	6.5078849696367802098393440e6
1.0076970758544944692403078e6,	1.2370021073509809284018957e0,	6.1711421882926812395453453e6
1.0076970758544944692403078e6,	1.2762720155208535643964751e0,	5.8579851112576015293598175e6
1.0076970758544944692403078e6,	1.3155419236907257563018447e0,	5.5663931482215188443660736e6
1.0076970758544944692403078e6,	1.3548118318605983922964242e0,	5.2945855376820517703890800e6
1.0076970758544944692403078e6,	1.3940817400304705842017938e0,	5.0409857613534778356552124e6
1.0076970758544944692403078e6,	1.4333516482003432201963733e0,	4.8041916734862988814711571e6
1.0076970758544944692403078e6,	1.4726215563702154121017429e0,	4.5829503314444534480571747e6
1.0076970758544944692403078e6,	1.5118914645400880480963224e0,	4.3761367334370352327823639e6
1.0076970758544944692403078e6,	1.5511613727099602400016920e0,	4.1827358355689872987568378e6
1.0076970758544944692403078e6,	1.5904312808798328759962715e0,	4.0018273457135418429970741e6
1.0076970758544944692403078e6,	1.6297011890497050679016411e0,	3.8325728855638043023645878e6
1.0076970758544944692403078e6,	1.6689710972195777038962206e0,	3.6742051820422764867544174e6
1.0076970758544944692403078e6,	1.7082410053894498958015902e0,	3.5260190010647200979292393e6
1.0076970758544944692403078e6,	1.7475109135593225317961696e0,	3.3873635754090510308742523e6
1.0076970758544944692403078e6,	1.7867808217291947237015393e0,	3.2576363081532358191907406e6
1.0076970758544944692403078e6,	1.8260507298990673596961187e0,	3.1362775570032396353781223e6
1.0076970758544944692403078e6,	1.8653206380689395516014883e0,	3.0227663252242151647806168e6
1.0076970758544944692403078e6,	1.9045905462388121875960678e0,	2.9166167034670268185436726e6
1.0076970758544944692403078e6,	1.9438604544086843795014374e0,	2.8173749245398393832147121e6
1.0076970758544944692403078e6,	1.9831303625785567934514120e0,	2.7246169105582856573164463e6
1.0076970758544944692403078e6,	2.0224002707484292074013865e0,	2.6379462089602812193334103e6
1.0076970758544944692403078e6,	2.0616701789183018433959660e0,	2.5569922303749886341392994e6
1.0076970758544944692403078e6,	2.1009400870881744793905455e0,	2.4814087169485888443887234e6
1.0076970758544944692403078e6,	2.1402099952580462272067052e0,	2.4108723840955151244997978e6
1.0076970758544944692403078e6,	2.1794799034279188632012847e0,	2.3450816914679016917943954e6
1.0076970758544944692403078e6,	2.2187498115977914991958642e0,	2.2837557100278986617922783e6
1.0076970758544944692403078e6,	2.2580197197676641351904436e0,	2.2266330613938798196613789e6
1.0076970758544944692403078e6,	2.2972896279375358830066034e0,	2.1734709131491170264780521e6
1.0076970758544944692403078e6,	2.3365595361074085190011829e0,	2.1240440196731933392584324e6
1.1286646324830870144069195e6,	1.9634954084936206974987272e-2,	6.4592156930489349365234375e8
1.1286646324830870144069195e6,	5.8904862254808620924961815e-2,	2.1207548881466412544250488e8
1.1286646324830870144069195e6,	9.8174770424681034874936358e-2,	1.2485951204393626749515533e8
1.1286646324830870144069195e6,	1.3744467859455344882491090e-1,	8.7456399513070181012153625e7
1.1286646324830870144069195e6,	1.7671458676442586277488545e-1,	6.6690195418055713176727295e7
1.1286646324830870144069195e6,	2.1598449493429827672485999e-1,	5.3493150778906583786010742e7
1.1286646324830870144069195e6,	2.5525440310417069067483453e-1,	4.4373569846432313323020935e7
1.1286646324830870144069195e6,	2.9452431127404310462480908e-1,	3.7700799260117888450622559e7
1.1286646324830870144069195e6,	3.3379421944391551857478362e-1,	3.2611129730423081666231155e7
1.1286646324830870144069195e6,	3.7306412761378793252475816e-1,	2.8604353743347045034170151e7
1.1286646324830870144069195e6,	4.1233403578366034647473271e-1,	2.5370752970226507633924484e7
1.1286646324830870144069195e6,	4.5160394395353276042470725e-1,	2.2708313794671367853879929e7
1.1286646324830870144069195e6,	4.9087385212340517437468179e-1,	2.0479663369734216481447220e7
1.1286646324830870144069195e6,	5.3014376029327758832465634e-1,	1.8588138060512591153383255e7
1.1286646324830870144069195e6,	5.6941366846315000227463088e-1,	1.6963751180876210331916809e7
1.1286646324830870144069195e6,	6.0868357663302241622460542e-1,	1.5554590845647860318422318e7
1.1286646324830870144069195e6,	6.4795348480289483017457997e-1,	1.4321344964355660602450371e7
1.1286646324830870144069195e6,	6.8722339297276724412455451e-1,	1.3233702880554638803005219e7
1.1286646324830870144069195e6,	7.2649330114263965807452905e-1,	1.2267923762547280639410019e7
1.1286646324830870144069195e6,	7.6576320931251207202450360e-1,	1.1405153009532216936349869e7
1.1286646324830870144069195e6,	8.0503311748238448597447814e-1,	1.0630231301428483799099922e7
1.1286646324830870144069195e6,	8.4430302565225689992445268e-1,	9.9308359158492647111415863e6
1.1286646324830870144069195e6,	8.8357293382212931387442723e-1,	9.2968509413233119994401932e6
1.1286646324830870144069195e6,	9.2284284199200172782440177e-1,	8.7198981942826732993125916e6
1.1286646324830870144069195e6,	9.6211275016187414177437631e-1,	8.1929829059483148157596588e6
1.1286646324830870144069195e6,	1.0013826583317464447020484e0,	7.7102226498866677284240723e6
1.1286646324830870144069195e6,	1.0406525665016190806966279e0,	7.2666374951924448832869530e6
1.1286646324830870144069195e6,	1.0799224746714912726019975e0,	6.8579857723680930212140083e6
1.1286646324830870144069195e6,	1.1191923828413639085965769e0,	6.4806342211709301918745041e6
1.1286646324830870144069195e6,	1.1584622910112361005019466e0,	6.1314543369747102260589600e6
1.1286646324830870144069195e6,	1.1977321991811087364965260e0,	5.8077388824841193854808807e6
1.1286646324830870144069195e6,	1.2370021073509809284018957e0,	5.5071340698901768773794174e6
1.1286646324830870144069195e6,	1.2762720155208535643964751e0,	5.2275840331195387989282608e6
1.1286646324830870144069195e6,	1.3155419236907257563018447e0,	4.9672850270217051729559898e6
1.1286646324830870144069195e6,	1.3548118318605983922964242e0,	4.7246473959487546235322952e6
1.1286646324830870144069195e6,	1.3940817400304705842017938e0,	4.4982638071650275960564613e6
1.1286646324830870144069195e6,	1.4333516482003432201963733e0,	4.2868825858309110626578331e6
1.1286646324830870144069195e6,	1.4726215563702154121017429e0,	4.0893852467066911049187183e6
1.1286646324830870144069195e6,	1.5118914645400880480963224e0,	3.9047675137077090330421925e6
1.1286646324830870144069195e6,	1.5511613727099602400016920e0,	3.7321232668632008135318756e6
1.1286646324830870144069195e6,	1.5904312808798328759962715e0,	3.5706309681156105361878872e6
1.1286646324830870144069195e6,	1.6297011890497050679016411e0,	3.4195422011768370866775513e6
1.1286646324830870144069195e6,	1.6689710972195777038962206e0,	3.2781720229832543991506100e6
1.1286646324830870144069195e6,	1.7082410053894498958015902e0,	3.1458908705457751639187336e6
1.1286646324830870144069195e6,	1.7475109135593225317961696e0,	3.0221178015841017477214336e6
1.1286646324830870144069195e6,	1.7867808217291947237015393e0,	2.9063148738573607988655567e6
1.1286646324830870144069195e6,	1.8260507298990673596961187e0,	2.7979824893987467512488365e6
1.1286646324830870144069195e6,	1.8653206380689395516014883e0,	2.6966555480651650577783585e6
1.1286646324830870144069195e6,	1.9045905462388121875960678e0,	2.6019002713976940140128136e6
1.1286646324830870144069195e6,	1.9438604544086843795014374e0,	2.5133115736412201076745987e6
1.1286646324830870144069195e6,	1.9831303625785567934514120e0,	2.4305108722905223257839680e6
1.1286646324830870144069195e6,	2.0224002707484292074013865e0,	2.3531442457537245936691761e6
1.1286646324830870144069195e6,	2.0616701789183018433959660e0,	2.2808808604574468918144703e6
1.1286646324830870144069195e6,	2.1009400870881744793905455e0,	2.2134116036568898707628250e6
1.1286646324830870144069195e6,	2.1402099952580462272067052e0,	2.1504478710392592474818230e6
1.1286646324830870144069195e6,	2.1794799034279188632012847e0,	2.0917204696579196024686098e6
1.1286646324830870144069195e6,	2.2187498115977914991958642e0,	2.0369786066367363091558218e6
1.1286646324830870144069195e6,	2.2580197197676641351904436e0,	1.9859889423746475949883461e6
1.1286646324830870144069195e6,	2.2972896279375358830066034e0,	1.9385346936913717072457075e6
1.1286646324830870144069195e6,	2.3365595361074085190011829e0,	1.8944147775971498340368271e6
1.2641535667233851272612810e6,	1.9634954084936206974987272e-2,	5.7657718636113882064819336e8
1.2641535667233851272612810e6,	5.8904862254808620924961815e-2,	1.8930765241031879186630249e8
1.2641535667233851272612810e6,	9.8174770424681034874936358e-2,	1.1145468548589941859245300e8
1.2641535667233851272612810e6,	1.3744467859455344882491090e-1,	7.8066862642491489648818970e7
1.2641535667233851272612810e6,	1.7671458676442586277488545e-1,	5.9529899493366561830043793e7
1.2641535667233851272612810e6,	2.1598449493429827672485999e-1,	4.7749523119881309568881989e7
1.2641535667233851272612810e6,	2.5525440310417069067483453e-1,	3.9608888051670305430889130e7
1.2641535667233851272612810e6,	2.9452431127404310462480908e-1,	3.3652397687606669962406158e7
1.2641535667233851272612810e6,	3.3379421944391551857478362e-1,	2.9109064291884735226631165e7
1.2641535667233851272612810e6,	3.7306412761378793252475816e-1,	2.5532378492727212607860565e7
1.2641535667233851272612810e6,	4.1233403578366034647473271e-1,	2.2645870453578598797321320e7
1.2641535667233851272612810e6,	4.5160394395353276042470725e-1,	2.0269212672461189329624176e7
1.2641535667233851272612810e6,	4.9087385212340517437468179e-1,	1.8279779113455850630998611e7
1.2641535667233851272612810e6,	5.3014376029327758832465634e-1,	1.6591282776156693696975708e7
1.2641535667233851272612810e6,	5.6941366846315000227463088e-1,	1.5141249830742962658405304e7
1.2641535667233851272612810e6,	6.0868357663302241622460542e-1,	1.3883340926865784451365471e7
1.2641535667233851272612810e6,	6.4795348480289483017457997e-1,	1.2782463936268085613846779e7
1.2641535667233851272612810e6,	6.8722339297276724412455451e-1,	1.1811561878513216972351074e7
1.2641535667233851272612810e6,	7.2649330114263965807452905e-1,	1.0949442345106961205601692e7
1.2641535667233851272612810e6,	7.6576320931251207202450360e-1,	1.0179274638529801741242409e7
1.2641535667233851272612810e6,	8.0503311748238448597447814e-1,	9.4875266691925022751092911e6
1.2641535667233851272612810e6,	8.4430302565225689992445268e-1,	8.8631984505202379077672958e6
1.2641535667233851272612810e6,	8.8357293382212931387442723e-1,	8.2972599182847645133733749e6
1.2641535667233851272612810e6,	9.2284284199200172782440177e-1,	7.7822322022381853312253952e6
1.2641535667233851272612810e6,	9.6211275016187414177437631e-1,	7.3118713472092142328619957e6
1.2641535667233851272612810e6,	1.0013826583317464447020484e0,	6.8809263391026305034756660e6
1.2641535667233851272612810e6,	1.0406525665016190806966279e0,	6.4849517840670105069875717e6
1.2641535667233851272612810e6,	1.0799224746714912726019975e0,	6.1201613039383152499794960e6
1.2641535667233851272612810e6,	1.1191923828413639085965769e0,	5.7833116228373954072594643e6
1.2641535667233851272612810e6,	1.1584622910112361005019466e0,	5.4716100399504872038960457e6
1.2641535667233851272612810e6,	1.1977321991811087364965260e0,	5.1826399029813539236783981e6
1.2641535667233851272612810e6,	1.2370021073509809284018957e0,	4.9143000698842573910951614e6
1.2641535667233851272612810e6,	1.2762720155208535643964751e0,	4.6647553414054587483406067e6
1.2641535667233851272612810e6,	1.3155419236907257563018447e0,	4.4323955764289600774645805e6
1.2641535667233851272612810e6,	1.3548118318605983922964242e0,	4.2158017427221657708287239e6
1.2641535667233851272612810e6,	1.3940817400304705842017938e0,	4.0137175600342205725610256e6
1.2641535667233851272612810e6,	1.4333516482003432201963733e0,	3.8250256971678715199232101e6
1.2641535667233851272612810e6,	1.4726215563702154121017429e0,	3.6487277153092697262763977e6
1.2641535667233851272612810e6,	1.5118914645400880480963224e0,	3.4839271248456928879022598e6
1.2641535667233851272612810e6,	1.5511613727099602400016920e0,	3.3298150553892315365374088e6
1.2641535667233851272612810e6,	1.5904312808798328759962715e0,	3.1856581385966944508254528e6
1.2641535667233851272612810e6,	1.6297011890497050679016411e0,	3.0507882781603648327291012e6
